ISBN,Title,Author,Year-Of-Publication,Publisher,Genre,Description,Average_rating,Ratings_count,Image-URL-S,Image-URL-M,Image-URL-L
1576731278,Stories for the Heart: The Original Collection,Alice Gray,1996,Multnomah,Fiction,"A picture is worth a thousand words, and a good story spans the generations. Now the same story treasury that has touched readers' souls since 1996 -- and launched a series with more than 4 million copies in print -- has gotten even better! Adorned with an updated cover to match later Stories collections and journals, and elegantly typeset within, the new book still offers over 100 encouraging story selections from some of America's best-loved communicators. Carry them in your heart, learn from their wisdom, and share them with someone you love. It's the storybook that sparked a movement!,A picture is worth a thousand words -- and a good story spans generations. This book holds a collection of many timeless stories -- stories of compassion and encouragement. Carry them in your heart, learn from their wisdom, share them with someone you love. Whether you read them while curling up by the fire or basking in the sun, this soul-stirring treasury is sure to move you to much needed laughter and tears.",3.97,159,http://images.amazon.com/images/P/1576731278.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1576731278.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1576731278.01.LZZZZZZZ.jpg
1585675040,Mabinogion Tetralogy,Evangeline Walton,2003,Overlook Press,Fantasy,"The retelling of the epic Welsh myth that is ""certainly among the top 5 fantasy series of the twentieth century"" (sfsite.com).,The Mabinogion is to Welsh mythology what the tales of Zeus, Hera, and Apollo are to Greek myth. these tales constitute a powerful work of the imagination, ranking with Tokien's Lord of the Rings novels and T.H. White's The Once and Future King. Evangeline Walton's compelling rendition of these classic, thrilling stories of magic, betrayal, lost love, and bitter retribution include the encounter between Prince Pwyll and Arawn, the God of Death, which Pwyll survives by agreeing to kill the one man that Death cannot fell, and the tale of bran the blessed and his family's epic struggle for the throne.,The Mabinogion is internationally recognized as the world's finest arc of Celtic mythology; Walton's vivid retelling introduces an ancient world of gods and monsters, heroes, kings and quests, making accessible one of the greatest fantasy sagas of all time.",4.21,1081,http://images.amazon.com/images/P/1585675040.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585675040.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585675040.01.LZZZZZZZ.jpg
1564146227,"When Someone You Love Is Wiccan: A Guide to Witchcraft and Paganism for Concerned Friends, Nervous Parents, and Curious Co-Workers",Carl McColman,2002,New Page Books,Religion,"â€œThis is the best book to break the ice when someone decides to come â€˜out of the broom closet.â€™â€â€”,Spiral Nature, Â ,An accessible introduction to one of the worldâ€™s most misunderstood spiritual practices to share with family and friends., Â At last, a book that explains Pagan spirituality to non-Pagans in a balanced, accessible way. It acknowledges the natural anxiety many non-Pagans may feel when confronted by a son, daughter, sibling, friend, or co-worker who suddenly proclaims, ""I'm a Witch!"", Wicca and Paganism are among the world's fastest growing religions. It's apparent that much of this growth is due to teenage and young adults involvement. While this may be a positive sign to veteran practitioners, it may be understandably worrisome, even frightening, to many of the parents, family members, friends, and associates of today's witches., Aimed specifically at those who may have little interest in practicing Wicca themselves, When Someone You Love Is Wiccan includes:,A brief introduction to Wicca and Paganism.,Reasons why so many people are attracted to Paganism.,Understanding the ethical and moral dimensions of Wicca.,What not to do when interacting with Wiccans and other Pagans.,Why the ""Burning Times"" are essential to understanding Wicca.,Advice for those who might like to explore Wicca themselves.",4.06,52,http://images.amazon.com/images/P/1564146227.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1564146227.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1564146227.01.LZZZZZZZ.jpg
1589636147,In Desert and Wilderness,Henryk Sienkiewicz,2001,Fredonia Books (NL),Classics,"In the tradition of Robinson Crusoe and Treasure Island comes a Sienkiewicz novel for readers of all ages! This thrilling adventure saga and coming-of-age tale sets two young children, Stas Tarkowski, fourteen, and Nelly Rawlison, eight, within the reaches of Africa's desert storms, the ravages of hunger, and threatening jungles filled with vicious animals and warring tribes. Everything for the pair seemed comfortable and safe in Egypt. But when the children are separated from their fathers during a vacation along the Nile, they become pawns in a treacherous plot and are abducted by the vengeful followers of the Mahdi. Joined in their trek by two African children, Kali and Mea, and together with the aid of a faithful dog, Saba, and a mighty elephant, King, the unlikely troop makes its way through deep Africa while facing perilous situations that would render helpless even grown men and women. Throughout this enthralling novel, author Sienkiewicz paints the vivid scenery of what was then known as ""the dark continent,"" a land filled with unknown peoples, primordial landscapes, tall and deep jungles, uncharted rivers and mountains. Political instability, then as now, could make entire regions impassable. In the 1880s one such crisis, a rebellion led by ""the Mahdi,"" threatened to turn a large part of the continent into a hell of destruction and carnage. It is in such a background that Henryk Sienkiewicz, the master storyteller and winner of the 1905 Nobel Prize for literature, placed two European children - the heroes of this engaging tale. For Henryk Sienkiewicz, In Desert and Wilderness represented a final triumph; this was the last novel he would complete. Sienkiewicz, who had visited Africa in 1891, successfully recreates in the book the beauty he encountered amid the continent's entrancing landscape. Written over eighty years ago for a younger audience, but appealing to all ages, In Desert and Wilderness remains a literary treasure in Poland. Now the fine Max",3.53,6896,http://images.amazon.com/images/P/1589636147.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1589636147.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1589636147.01.LZZZZZZZ.jpg
3257233019,Die dunkle Seite des Mondes.,Martin Suter,2001,Diogenes Verlag,Fiction,"Starwirtschaftsanwalt Urs Blank, fÃ¼nfundvierzig, Fachmann fÃ¼r Fusionsverhandlungen, hat seine GefÃ¼hle im Griff. Doch dann gerÃ¤t sein Leben aus den Fugen. Ein Trip mit halluzinogenen Pilzen fÃ¼hrt zu einer gefÃ¤hrlichen PersÃ¶nlichkeitsverÃ¤nderung, aus der ihn niemand zurÃ¼ckzuholen vermag. Blank flieht in den Wald. Bis er endlich begreift: Es gibt nur einen Weg, um sich aus diesem Alptraum zu befreien.",3.94,4012,http://images.amazon.com/images/P/3257233019.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3257233019.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3257233019.01.LZZZZZZZ.jpg
1552095738,Trauma Junkie: Memoirs of an Emergency Flight Nurse,Janice Hudson,2001,Firefly Books Ltd,Biography,"Trauma junkies are people who feed on danger and stress. They do their best work under pressure. Janice Hudson was an adrenaline-charged emergency room nurse in a San Francisco-area hospital when a friend told her about CALSTAR, a fledgling helicopter ambulance service with an opening for a flight nurse. Weeks later she was swooping over the Bay Area to scenes of shootings, accidents and disasters. The trauma junkie had found her element.,Hudson spent ten years as a flight nurse, answering calls that were by turns horrifying, heroic and absurd. She decries her personal flights from hell that involved children and drunk drivers. In this moving story, she recalls her triumphs, like the time she performed a surgical cricothyrotomy on a patient as he hung upside down in his overturned car -- in the dark. And she shakes her head at some of the bizarre calls, like the one that took her to the scene of a suspicious mountain lion attack (there are no mountain lions in the Bay Area). But no matter what the call, CALSTAR and its dedicated crew braved danger and hardship to reach the scene of catastrophe in a race against time to bring help to those whose only hope of survival lay in the speed of the helicopter and the skill of the medical crew.,A born storyteller, Janice Hudson writes with compassion, insight and wry humor. ,Trauma Junkie, is an in-the-trenches account of emergency nursing at its most demanding.",4.29,860,http://images.amazon.com/images/P/1552095738.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1552095738.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1552095738.01.LZZZZZZZ.jpg
1569711992,Age of Reptiles: The Hunt (Age of Reptiles),Ricardo Delgado,1997,Dark Horse Comics,Sequential Art,"Thundering herds of lizards roam Cretaceous America, and the earth trembles",3.86,156,http://images.amazon.com/images/P/1569711992.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1569711992.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1569711992.01.LZZZZZZZ.jpg
1556344937,Gurps Supers,Loyd Blankenship,2000,Steve Jackson Games,Sequential Art,"The supers are here! Costumed crusaders fighting against the forces of evil . . . monstrous villains terrorizing the world . . . your creations are only limited by your imagination! ,GURPS Supers, lets you create real heroes and real villains, each fully defined in both power and personality â€“ not just combat monsters. The second edition of ,GURPS Supers, introduces system improvements to let you create superpowers the way you want to run them!",3.39,74,http://images.amazon.com/images/P/1556344937.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556344937.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556344937.01.LZZZZZZZ.jpg
1572970340,Goldeneye,John E. Gardner,1995,Berkley Publishing Group,Fiction,"Janis, a powerful and ambitious Russian gang that no longer cares about ideology, has just acquired Goldeneye, a piece of high-tech space technology with the power to destroy or corrupt the West's financial markets. But Janus has underestimated its most determined enemy--James Bond. Based on the original screenplay of the new James Bond film starring Pierce Brosnan.",3.7,1222,http://images.amazon.com/images/P/1572970340.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572970340.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572970340.01.LZZZZZZZ.jpg
1563893304,Kingdom Come (Graphic Novel),Mark Waid,1997,DC Comics,Sequential Art,"Writer Mark Waid, coming from his popular work on Flash and Impulse, and artist Alex Ross, who broke new ground with the beautifully painted Marvels, join together for this explosive book that takes place in a dark alternate future of the DC Superhero Universe. Batman, Superman, Wonder Woman, and almost every other character from DC Comics must choose sides in what could be the final battle of them all.",4.26,55471,http://images.amazon.com/images/P/1563893304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1563893304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1563893304.01.LZZZZZZZ.jpg
1575668696,All Through the Night,Suzanne Forster,2001,BRAVA,Romance,"First, you were CAPTIVATED. Then you were FASCINATED. Now, you are invited to explore a new world of temptation, desire, and pleasure -- in a book that will keep you turning the pages...,All Through the Night,Stranger in Her Bed by Suzanne Forster,Once on the cutting edge of her profession, software designer Kerry Houston is now a shut-in, terrified of the outside world. She works from home, and one day encounters the man of her fantasies--in a video game! What will she do when her sexy dream man knocks on her locked door?,No Mercy by Thea Devine,Seven years after her spontaneous marriage spontaneously combusted, Regan Torrance is a little older, a little wiser, and a lot smarter about what she wants--and doesn't want. So when her ex-husband, Bobby, comes sauntering back into her life, as dangerous and sexy as ever, she's not about to get burned again. But that doesn't mean Regan doesn't like to play with fire--and this time, she's really going to turn up the heat....,Satisfy Me by Lori Foster,When a sophisticated sex shop opens in their small town, Asia Michaels and her friends find themselves fascinated by its sensual possibilities. And now it's time for Truth or Dare...Asia is about to meet a man who holds the key to her fantasies--and to desires she never even knew she had...,Something Wild by Shannon McKenna,It started out as a not-so-innocent flirtation, but Annie Simon can't resist the powerful man on the motorcycle...or his tantalizingly erotic promises. Long-haired and leather-clad, Jake Kerr is strong, sexy, and determined to give her the ultimate lesson in pleasure, if she's willing. And all she can say is yes...",3.74,906,http://images.amazon.com/images/P/1575668696.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1575668696.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1575668696.01.LZZZZZZZ.jpg
